step,K,U,E
2556,0.0235807034,-0.0608559683,-0.0372752650
2557,0.0236137270,-0.0608898831,-0.0372761561
2558,0.0236468047,-0.0609242962,-0.0372774915
2559,0.0236799354,-0.0609559895,-0.0372760540
2560,0.0237131188,-0.0609896454,-0.0372765266
2561,0.0237463551,-0.0610217206,-0.0372753655
2562,0.0237796438,-0.0610541060,-0.0372744623
2563,0.0238129858,-0.0610881619,-0.0372751761
2564,0.0238463829,-0.0611237983,-0.0372774154
2565,0.0238798343,-0.0611562024,-0.0372763681
2566,0.0239133384,-0.0611885084,-0.0372751700
2567,0.0239468959,-0.0612221168,-0.0372752208
2568,0.0239805068,-0.0612543358,-0.0372738289
2569,0.0240141734,-0.0612924163,-0.0372782429
2570,0.0240478958,-0.0613247006,-0.0372768048
2571,0.0240816713,-0.0613572947,-0.0372756234
2572,0.0241155007,-0.0613910117,-0.0372755110
2573,0.0241493841,-0.0614235514,-0.0372741673
2574,0.0241833226,-0.0614596054,-0.0372762828
2575,0.0242173173,-0.0614944108,-0.0372770935
2576,0.0242513667,-0.0615266761,-0.0372753094
2577,0.0242854705,-0.0615608415,-0.0372753710
2578,0.0243196288,-0.0615934978,-0.0372738690
2579,0.0243538438,-0.0616319475,-0.0372781037
2580,0.0243881155,-0.0616644147,-0.0372762992
2581,0.0244224419,-0.0616985106,-0.0372760687
2582,0.0244568232,-0.0617312705,-0.0372744473
2583,0.0244912606,-0.0617675074,-0.0372762468
2584,0.0245257551,-0.0618028617,-0.0372771065
2585,0.0245603059,-0.0618365927,-0.0372762868
2586,0.0245949119,-0.0618696256,-0.0372747138
2587,0.0246295732,-0.0619038983,-0.0372743250
2588,0.0246642923,-0.0619414677,-0.0372771754
2589,0.0246990690,-0.0619755840,-0.0372765150
2590,0.0247339020,-0.0620097376,-0.0372758356
2591,0.0247687907,-0.0620428541,-0.0372740635
2592,0.0248037363,-0.0620796068,-0.0372758705
2593,0.0248387408,-0.0621160874,-0.0372773466
2594,0.0248738024,-0.0621495993,-0.0372757969
2595,0.0249089202,-0.0621837987,-0.0372748785
2596,0.0249440959,-0.0622205625,-0.0372764666
2597,0.0249793302,-0.0622558997,-0.0372765696
2598,0.0250146221,-0.0622908319,-0.0372762098
2599,0.0250499713,-0.0623251126,-0.0372751413
2600,0.0250853782,-0.0623607940,-0.0372754158
2601,0.0251208440,-0.0623975777,-0.0372767337
2602,0.0251563685,-0.0624324951,-0.0372761266
2603,0.0251919501,-0.0624658129,-0.0372738629
2604,0.0252275910,-0.0625052300,-0.0372776390
2605,0.0252632920,-0.0625397953,-0.0372765034
2606,0.0252990510,-0.0625749357,-0.0372758847
2607,0.0253348674,-0.0626080237,-0.0372731563
2608,0.0253707435,-0.0626477255,-0.0372769820
2609,0.0254066801,-0.0626828050,-0.0372761250
2610,0.0254426751,-0.0627176578,-0.0372749826
2611,0.0254787292,-0.0627536263,-0.0372748971
2612,0.0255148436,-0.0627908700,-0.0372760265
2613,0.0255510176,-0.0628258096,-0.0372747920
2614,0.0255872505,-0.0628608774,-0.0372736269
2615,0.0256235445,-0.0629006943,-0.0372771497
2616,0.0256598999,-0.0629357395,-0.0372758395
2617,0.0256963145,-0.0629712378,-0.0372749233
2618,0.0257327901,-0.0630095884,-0.0372767984
2619,0.0257693272,-0.0630461516,-0.0372768244
2620,0.0258059240,-0.0630801718,-0.0372742478
2621,0.0258425807,-0.0631177210,-0.0372751403
2622,0.0258792994,-0.0631552817,-0.0372759823
2623,0.0259160790,-0.0631907159,-0.0372746369
2624,0.0259529198,-0.0632286720,-0.0372757522
2625,0.0259898230,-0.0632662563,-0.0372764334
2626,0.0260267875,-0.0633019153,-0.0372751278
2627,0.0260638134,-0.0633395744,-0.0372757610
2628,0.0261009021,-0.0633776097,-0.0372767076
2629,0.0261380524,-0.0634129322,-0.0372748799
2630,0.0261752643,-0.0634511045,-0.0372758402
2631,0.0262125394,-0.0634888556,-0.0372763162
2632,0.0262498765,-0.0635249965,-0.0372751200
2633,0.0262872757,-0.0635627142,-0.0372754385
2634,0.0263247384,-0.0636011833,-0.0372764448
2635,0.0263622642,-0.0636380351,-0.0372757709
2636,0.0263998524,-0.0636750490,-0.0372751965
2637,0.0264375045,-0.0637144723,-0.0372769678
2638,0.0264752200,-0.0637506185,-0.0372753985
2639,0.0265129994,-0.0637908720,-0.0372778727
2640,0.0265508428,-0.0638269960,-0.0372761532
2641,0.0265887482,-0.0638630625,-0.0372743143
2642,0.0266267180,-0.0639038082,-0.0372770902
2643,0.0266647523,-0.0639399345,-0.0372751821
2644,0.0267028496,-0.0639773666,-0.0372745170
2645,0.0267410124,-0.0640180484,-0.0372770361
2646,0.0267792400,-0.0640544791,-0.0372752391
2647,0.0268175315,-0.0640930959,-0.0372755644
2648,0.0268558881,-0.0641318155,-0.0372759274
2649,0.0268943095,-0.0641692707,-0.0372749612
2650,0.0269327969,-0.0642106320,-0.0372778351
2651,0.0269713499,-0.0642467010,-0.0372753511
2652,0.0270099667,-0.0642845074,-0.0372745407
2653,0.0270486498,-0.0643254323,-0.0372767825
2654,0.0270873988,-0.0643621405,-0.0372747417
2655,0.0271262145,-0.0644045964,-0.0372783820
2656,0.0271650970,-0.0644414159,-0.0372763189
2657,0.0272040434,-0.0644777628,-0.0372737194
2658,0.0272430569,-0.0645206310,-0.0372775740
2659,0.0272821377,-0.0645574748,-0.0372753371
2660,0.0273212851,-0.0645988139,-0.0372775288
2661,0.0273605000,-0.0646372491,-0.0372767491
2662,0.0273997801,-0.0646739101,-0.0372741300
2663,0.0274391272,-0.0647155794,-0.0372764522
2664,0.0274785422,-0.0647536650,-0.0372751227
2665,0.0275180253,-0.0647955154,-0.0372774902
2666,0.0275575757,-0.0648320840,-0.0372745083
2667,0.0275971932,-0.0648731071,-0.0372759139
2668,0.0276368798,-0.0649138188,-0.0372769390
2669,0.0276766337,-0.0649509036,-0.0372742700
2670,0.0277164555,-0.0649928166,-0.0372763611
2671,0.0277563462,-0.0650314770,-0.0372751308
2672,0.0277963065,-0.0650745472,-0.0372782407
2673,0.0278363359,-0.0651118682,-0.0372755323
2674,0.0278764337,-0.0651540445,-0.0372776108
2675,0.0279166010,-0.0651925292,-0.0372759282
2676,0.0279568359,-0.0652315752,-0.0372747393
2677,0.0279971404,-0.0652734946,-0.0372763542
2678,0.0280375140,-0.0653109181,-0.0372734041
2679,0.0280779574,-0.0653544901,-0.0372765327
2680,0.0281184715,-0.0653935561,-0.0372750845
2681,0.0281590566,-0.0654369954,-0.0372779388
2682,0.0281997119,-0.0654746616,-0.0372749497
2683,0.0282404369,-0.0655172056,-0.0372767687
2684,0.0282812325,-0.0655561324,-0.0372748999
2685,0.0283220995,-0.0656000021,-0.0372779026
2686,0.0283630381,-0.0656392071,-0.0372761690
2687,0.0284040477,-0.0656817901,-0.0372777424
2688,0.0284451285,-0.0657209353,-0.0372758069
2689,0.0284862792,-0.0657613923,-0.0372751131
2690,0.0285275013,-0.0658029486,-0.0372754472
2691,0.0285687958,-0.0658446521,-0.0372758563
2692,0.0286101626,-0.0658864335,-0.0372762709
2693,0.0286516007,-0.0659257901,-0.0372741894
2694,0.0286931115,-0.0659700419,-0.0372769304
2695,0.0287346944,-0.0660081314,-0.0372734370
2696,0.0287763496,-0.0660524537,-0.0372761042
2697,0.0288180772,-0.0660907877,-0.0372727105
2698,0.0288598773,-0.0661353505,-0.0372754732
2699,0.0289017509,-0.0661747801,-0.0372730293
2700,0.0289436980,-0.0662195410,-0.0372758430
2701,0.0289857202,-0.0662616514,-0.0372759312
2702,0.0290278162,-0.0663038186,-0.0372760024
2703,0.0290699875,-0.0663483656,-0.0372783780
2704,0.0291122330,-0.0663884016,-0.0372761686
2705,0.0291545529,-0.0664331135,-0.0372785607
2706,0.0291969471,-0.0664730883,-0.0372761411
2707,0.0292394154,-0.0665168773,-0.0372774619
2708,0.0292819578,-0.0665564924,-0.0372745346
2709,0.0293245750,-0.0666018986,-0.0372773236
2710,0.0293672674,-0.0666418608,-0.0372745934
2711,0.0294100351,-0.0666870431,-0.0372770080
2712,0.0294528781,-0.0667271609,-0.0372742828
2713,0.0294957966,-0.0667723702,-0.0372765736
2714,0.0295387908,-0.0668125146,-0.0372737238
2715,0.0295818608,-0.0668577754,-0.0372759147
2716,0.0296250094,-0.0669032460,-0.0372782366
2717,0.0296682342,-0.0669436563,-0.0372754221
2718,0.0297115352,-0.0669889817,-0.0372774465
2719,0.0297549127,-0.0670294466,-0.0372745339
2720,0.0297983669,-0.0670754429,-0.0372770759
2721,0.0298418987,-0.0671168827,-0.0372749841
2722,0.0298855081,-0.0671628791,-0.0372773710
2723,0.0299291947,-0.0672035336,-0.0372743389
2724,0.0299729585,-0.0672491868,-0.0372762284
2725,0.0300168024,-0.0672949974,-0.0372781950
2726,0.0300607238,-0.0673357593,-0.0372750355
2727,0.0301047229,-0.0673816358,-0.0372769128
2728,0.0301487999,-0.0674224227,-0.0372736228
2729,0.0301929548,-0.0674684708,-0.0372755160
2730,0.0302371907,-0.0675141610,-0.0372769703
2731,0.0302815050,-0.0675555196,-0.0372740146
2732,0.0303258987,-0.0676031470,-0.0372772483
2733,0.0303703726,-0.0676456799,-0.0372753073
2734,0.0304149261,-0.0676918226,-0.0372768965
2735,0.0304595614,-0.0677380193,-0.0372784579
2736,0.0305042757,-0.0677793338,-0.0372750581
2737,0.0305490694,-0.0678255868,-0.0372765174
2738,0.0305939426,-0.0678671476,-0.0372732050
2739,0.0306388956,-0.0679137826,-0.0372748870
2740,0.0306839320,-0.0679615968,-0.0372776648
2741,0.0307290500,-0.0680045254,-0.0372754754
2742,0.0307742488,-0.0680509814,-0.0372767326
2743,0.0308195278,-0.0680923973,-0.0372728695
2744,0.0308648874,-0.0681392137,-0.0372743264
2745,0.0309103312,-0.0681876173,-0.0372772861
2746,0.0309558577,-0.0682308471,-0.0372749895
2747,0.0310014658,-0.0682774373,-0.0372759715
2748,0.0310471579,-0.0683247322,-0.0372775743
2749,0.0310929313,-0.0683662383,-0.0372733070
2750,0.0311387869,-0.0684147063,-0.0372759194
2751,0.0311847286,-0.0684634467,-0.0372787181
2752,0.0312307531,-0.0685054862,-0.0372747332
2753,0.0312768597,-0.0685527151,-0.0372758555
2754,0.0313230512,-0.0685996952,-0.0372766440
2755,0.0313693267,-0.0686449876,-0.0372756608
2756,0.0314156863,-0.0686922610,-0.0372765747
2757,0.0314621316,-0.0687398337,-0.0372777021
2758,0.0315086607,-0.0687836677,-0.0372750070
2759,0.0315552744,-0.0688322906,-0.0372770162
2760,0.0316019750,-0.0688799589,-0.0372779839
2761,0.0316487589,-0.0689222267,-0.0372734678
2762,0.0316956281,-0.0689731069,-0.0372774788
2763,0.0317425858,-0.0690209981,-0.0372784123
2764,0.0317896273,-0.0690632427,-0.0372736155
2765,0.0318367537,-0.0691126779,-0.0372759243
2766,0.0318839688,-0.0691616770,-0.0372777082
2767,0.0319312694,-0.0692047227,-0.0372734533
2768,0.0319786555,-0.0692542970,-0.0372756415
2769,0.0320261310,-0.0693035987,-0.0372774677
2770,0.0320736922,-0.0693465028,-0.0372728106
2771,0.0321213402,-0.0693973589,-0.0372760187
2772,0.0321690784,-0.0694458994,-0.0372768210
2773,0.0322169051,-0.0694941324,-0.0372772273
2774,0.0322648191,-0.0695399608,-0.0372751417
2775,0.0323128207,-0.0695882056,-0.0372753849
2776,0.0323609113,-0.0696366199,-0.0372757086
2777,0.0324090899,-0.0696831310,-0.0372740411
2778,0.0324573568,-0.0697316921,-0.0372743353
2779,0.0325057149,-0.0697829781,-0.0372772632
2780,0.0325541645,-0.0698316061,-0.0372774416
2781,0.0326027011,-0.0698747621,-0.0372720611
2782,0.0326513265,-0.0699266642,-0.0372753377
2783,0.0327000443,-0.0699756830,-0.0372756388
2784,0.0327488543,-0.0700274465,-0.0372785923
2785,0.0327977538,-0.0700711823,-0.0372734285
2786,0.0328467431,-0.0701231835,-0.0372764403
2787,0.0328958253,-0.0701721065,-0.0372762812
2788,0.0329450005,-0.0702243247,-0.0372793242
2789,0.0329942659,-0.0702676585,-0.0372733927
2790,0.0330436209,-0.0703188419,-0.0372752210
2791,0.0330930697,-0.0703694985,-0.0372764288
2792,0.0331426115,-0.0704185524,-0.0372759410
2793,0.0331922443,-0.0704659580,-0.0372737137
2794,0.0332419685,-0.0705150092,-0.0372730407
2795,0.0332917871,-0.0705676712,-0.0372758841
2796,0.0333417015,-0.0706191646,-0.0372774631
2797,0.0333917108,-0.0706700697,-0.0372783589
2798,0.0334418130,-0.0707173968,-0.0372755838
2799,0.0334920073,-0.0707666357,-0.0372746284
2800,0.0335422970,-0.0708196236,-0.0372773266
2801,0.0335926827,-0.0708696766,-0.0372769940
2802,0.0336431611,-0.0709168701,-0.0372737090
2803,0.0336937325,-0.0709668626,-0.0372731301
2804,0.0337444004,-0.0710202704,-0.0372758700
2805,0.0337951649,-0.0710700745,-0.0372749095
2806,0.0338460262,-0.0711232542,-0.0372772280
2807,0.0338969848,-0.0711738237,-0.0372768390
2808,0.0339480374,-0.0712213514,-0.0372733140
2809,0.0339991858,-0.0712747307,-0.0372755449
2810,0.0340504319,-0.0713251167,-0.0372746848
2811,0.0341017760,-0.0713787491,-0.0372769731
2812,0.0341532199,-0.0714321633,-0.0372789434
2813,0.0342047589,-0.0714771578,-0.0372723989
2814,0.0342563933,-0.0715310094,-0.0372746162
2815,0.0343081281,-0.0715844800,-0.0372763519
2816,0.0343599620,-0.0716353937,-0.0372754317
2817,0.0344118950,-0.0716893601,-0.0372774651
2818,0.0344639292,-0.0717430671,-0.0372791379
2819,0.0345160598,-0.0717887759,-0.0372727161
2820,0.0345682870,-0.0718427286,-0.0372744416
2821,0.0346206160,-0.0718967199,-0.0372761039
2822,0.0346730454,-0.0719479719,-0.0372749265
2823,0.0347255752,-0.0720019333,-0.0372763581
2824,0.0347782076,-0.0720564316,-0.0372782240
2825,0.0348309409,-0.0721080120,-0.0372770711
2826,0.0348837721,-0.0721564049,-0.0372726328
2827,0.0349367031,-0.0722110164,-0.0372743133
2828,0.0349897377,-0.0722659409,-0.0372762032
2829,0.0350428741,-0.0723170170,-0.0372741429
2830,0.0350961125,-0.0723716422,-0.0372755297
2831,0.0351494551,-0.0724267971,-0.0372773420
2832,0.0352029022,-0.0724814835,-0.0372785813
2833,0.0352564520,-0.0725331334,-0.0372766814
2834,0.0353101047,-0.0725881298,-0.0372780251
2835,0.0353638592,-0.0726374304,-0.0372735712
2836,0.0354177156,-0.0726929276,-0.0372752119
2837,0.0354716758,-0.0727444679,-0.0372727921
2838,0.0355257399,-0.0728001655,-0.0372744256
2839,0.0355799101,-0.0728554521,-0.0372755419
2840,0.0356341865,-0.0729105130,-0.0372763265
2841,0.0356885695,-0.0729662543,-0.0372776848
2842,0.0357430593,-0.0730217637,-0.0372787044
2843,0.0357976540,-0.0730737654,-0.0372761113
2844,0.0358523541,-0.0731297767,-0.0372774226
2845,0.0359071617,-0.0731853014,-0.0372781397
2846,0.0359620752,-0.0732381062,-0.0372760310
2847,0.0360170932,-0.0732912585,-0.0372741653
2848,0.0360722178,-0.0733471733,-0.0372749554
2849,0.0361274500,-0.0734015882,-0.0372741382
2850,0.0361827888,-0.0734558359,-0.0372730472
2851,0.0362382355,-0.0735119337,-0.0372736982
2852,0.0362937914,-0.0735682348,-0.0372744434
2853,0.0363494567,-0.0736243164,-0.0372748597
2854,0.0364052317,-0.0736806507,-0.0372754191
2855,0.0364611168,-0.0737373838,-0.0372762670
2856,0.0365171122,-0.0737938627,-0.0372767504
2857,0.0365732179,-0.0738498267,-0.0372766088
2858,0.0366294343,-0.0739069251,-0.0372774909
2859,0.0366857617,-0.0739635216,-0.0372777599
2860,0.0367422001,-0.0740199249,-0.0372777248
2861,0.0367987500,-0.0740771001,-0.0372783501
2862,0.0368554119,-0.0741341630,-0.0372787511
2863,0.0369121857,-0.0741908804,-0.0372786947
2864,0.0369690716,-0.0742476331,-0.0372785615
2865,0.0370260690,-0.0743033739,-0.0372773049
2866,0.0370831781,-0.0743604086,-0.0372772305
2867,0.0371404002,-0.0744178013,-0.0372774011
2868,0.0371977367,-0.0744765616,-0.0372788249
2869,0.0372551877,-0.0745340010,-0.0372788133
2870,0.0373127525,-0.0745914332,-0.0372786807
2871,0.0373704313,-0.0746490933,-0.0372786620
2872,0.0374282245,-0.0747063896,-0.0372781651
2873,0.0374861323,-0.0747645138,-0.0372783815
2874,0.0375441549,-0.0748218665,-0.0372777116
2875,0.0376022923,-0.0748794152,-0.0372771229
2876,0.0376605452,-0.0749376144,-0.0372770692
2877,0.0377189138,-0.0749955864,-0.0372766726
2878,0.0377773984,-0.0750533758,-0.0372759775
2879,0.0378359989,-0.0751114011,-0.0372754022
2880,0.0378947158,-0.0751698110,-0.0372750952
2881,0.0379535497,-0.0752281472,-0.0372745976
2882,0.0380125016,-0.0752880106,-0.0372755090
2883,0.0380715726,-0.0753478652,-0.0372762926
2884,0.0381307622,-0.0754063963,-0.0372756341
2885,0.0381900698,-0.0754651463,-0.0372750765
2886,0.0382494954,-0.0755237041,-0.0372742087
2887,0.0383090393,-0.0755823020,-0.0372732626
2888,0.0383687019,-0.0756409719,-0.0372722701
2889,0.0384284843,-0.0757016062,-0.0372731219
2890,0.0384883900,-0.0757648476,-0.0372764576
2891,0.0385484200,-0.0758272114,-0.0372787913
2892,0.0386085717,-0.0758860998,-0.0372775281
2893,0.0386688434,-0.0759453305,-0.0372764871
2894,0.0387292367,-0.0760063368,-0.0372771002
2895,0.0387897527,-0.0760674233,-0.0372776707
2896,0.0388503904,-0.0761262018,-0.0372758115
2897,0.0389111492,-0.0761858418,-0.0372746927
2898,0.0389720296,-0.0762455390,-0.0372735095
2899,0.0390330339,-0.0763083065,-0.0372752726
2900,0.0390941623,-0.0763680172,-0.0372738549
2901,0.0391554149,-0.0764308469,-0.0372754320
2902,0.0392167941,-0.0764935538,-0.0372767597
2903,0.0392783005,-0.0765573509,-0.0372790504
2904,0.0393399322,-0.0766169744,-0.0372770422
2905,0.0394016871,-0.0766767828,-0.0372750956
2906,0.0394635669,-0.0767388602,-0.0372752933
2907,0.0395255731,-0.0768008504,-0.0372752773
2908,0.0395877047,-0.0768608550,-0.0372731503
2909,0.0396499639,-0.0769260807,-0.0372761168
2910,0.0397123544,-0.0769913586,-0.0372790042
2911,0.0397748731,-0.0770518886,-0.0372770155
2912,0.0398375187,-0.0771141719,-0.0372766532
2913,0.0399002923,-0.0771765666,-0.0372762743
2914,0.0399631931,-0.0772375677,-0.0372743746
2915,0.0400262215,-0.0772995613,-0.0372733399
2916,0.0400893807,-0.0773656164,-0.0372762357
2917,0.0401526724,-0.0774298836,-0.0372772111
2918,0.0402160957,-0.0774940980,-0.0372780023
2919,0.0402796489,-0.0775554334,-0.0372757844
2920,0.0403433311,-0.0776182953,-0.0372749642
2921,0.0404071438,-0.0776813885,-0.0372742447
2922,0.0404710885,-0.0777458865,-0.0372747980
2923,0.0405351686,-0.0778143036,-0.0372791350
2924,0.0405993822,-0.0778757365,-0.0372763543
2925,0.0406637262,-0.0779386586,-0.0372749323
2926,0.0407282023,-0.0780022532,-0.0372740509
2927,0.0407928109,-0.0780659669,-0.0372731561
2928,0.0408575566,-0.0781360379,-0.0372784813
2929,0.0409224396,-0.0781996569,-0.0372772173
2930,0.0409874559,-0.0782634715,-0.0372760156
2931,0.0410526046,-0.0783252372,-0.0372726325
2932,0.0411178895,-0.0783942127,-0.0372763232
2933,0.0411833131,-0.0784600724,-0.0372767594
2934,0.0412488737,-0.0785260860,-0.0372772123
2935,0.0413145704,-0.0785897071,-0.0372751367
2936,0.0413804024,-0.0786544304,-0.0372740280
2937,0.0414463743,-0.0787249764,-0.0372786021
2938,0.0415124865,-0.0787894642,-0.0372769777
2939,0.0415787351,-0.0788541833,-0.0372754482
2940,0.0416451205,-0.0789189832,-0.0372738627
2941,0.0417116463,-0.0789885122,-0.0372768659
2942,0.0417783137,-0.0790546682,-0.0372763545
2943,0.0418451208,-0.0791211833,-0.0372760625
2944,0.0419120670,-0.0791864528,-0.0372743858
2945,0.0419791539,-0.0792544836,-0.0372753297
2946,0.0420463840,-0.0793232656,-0.0372768816
2947,0.0421137553,-0.0793883649,-0.0372746095
2948,0.0421812671,-0.0794556364,-0.0372743693
2949,0.0422489244,-0.0795274779,-0.0372785535
2950,0.0423167261,-0.0795928342,-0.0372761081
2951,0.0423846693,-0.0796604203,-0.0372757510
2952,0.0424527546,-0.0797261396,-0.0372733850
2953,0.0425209856,-0.0797985220,-0.0372775364
2954,0.0425893637,-0.0798660094,-0.0372766457
2955,0.0426578848,-0.0799322359,-0.0372743512
2956,0.0427265525,-0.0800046987,-0.0372781462
2957,0.0427953685,-0.0800725101,-0.0372771417
2958,0.0428643284,-0.0801387839,-0.0372744555
2959,0.0429334339,-0.0802085113,-0.0372750774
2960,0.0430026889,-0.0802802381,-0.0372775493
2961,0.0430720915,-0.0803466382,-0.0372745467
2962,0.0431416417,-0.0804182935,-0.0372766518
2963,0.0432113424,-0.0804882376,-0.0372768952
2964,0.0432811914,-0.0805565181,-0.0372753266
2965,0.0433511870,-0.0806235171,-0.0372723301
2966,0.0434213343,-0.0806993198,-0.0372779855
2967,0.0434916336,-0.0807661342,-0.0372745006
2968,0.0435620809,-0.0808351895,-0.0372731086
2969,0.0436326822,-0.0809111928,-0.0372785106
2970,0.0437034366,-0.0809782670,-0.0372748305
2971,0.0437743420,-0.0810508468,-0.0372765048
2972,0.0438454013,-0.0811217952,-0.0372763939
2973,0.0439166125,-0.0811911176,-0.0372745052
2974,0.0439879772,-0.0812638875,-0.0372759103
2975,0.0440594970,-0.0813351686,-0.0372756717
2976,0.0441311700,-0.0814050751,-0.0372739052
2977,0.0442030002,-0.0814818366,-0.0372788364
2978,0.0442749868,-0.0815497448,-0.0372747580
2979,0.0443471251,-0.0816196058,-0.0372724807
2980,0.0444194216,-0.0816967098,-0.0372772882
2981,0.0444918769,-0.0817670795,-0.0372752026
2982,0.0445644891,-0.0818407012,-0.0372762121
2983,0.0446372593,-0.0819123469,-0.0372750876
2984,0.0447101855,-0.0819829897,-0.0372728042
2985,0.0447832722,-0.0820605361,-0.0372772639
2986,0.0448565197,-0.0821312911,-0.0372747713
2987,0.0449299261,-0.0822056986,-0.0372757724
2988,0.0450034942,-0.0822801962,-0.0372767020
2989,0.0450772205,-0.0823491373,-0.0372719167
2990,0.0451511077,-0.0824267318,-0.0372756241
2991,0.0452251575,-0.0824980983,-0.0372729408
2992,0.0452993706,-0.0825765801,-0.0372772095
2993,0.0453737474,-0.0826478240,-0.0372740766
2994,0.0454482856,-0.0827226014,-0.0372743158
2995,0.0455229882,-0.0827978729,-0.0372748847
2996,0.0455978557,-0.0828730426,-0.0372751869
